Transaction_ID,Transaction_Date,Sender_ID,Receiver_ID,Sender_Bank,Receiver_Bank,City,Device_Type,Transaction_Type,Amount_INR,Transaction_Status,Account_Age_Days,Transactions_Last_24H,Avg_Transaction_Amount_7D,Failed_Transactions_24H,IP_Risk_Score,Device_Risk_Score,Location_Change_KM,Fraud_Reason,Fraud_Label,Is_Fraud
UPI1000138,01-01-25 23:00,CUST28141,MER3945,HDFC,SBI,Chennai,Android,QR Code,1171.24,Success,1406,8,825.34,0,50.61,28.3,1.21,Normal Activity,Legitimate,0
UPI1000139,01-01-25 23:10,CUST90356,MER1623,PNB,Bank of Baroda,Bengaluru,Android,UPI ID,1481.73,Success,1650,3,178.8,0,98.56,14.8,1.11,Unusual Transaction Amount,Fraud,1
UPI1000140,01-01-25 23:20,CUST81910,MER1544,Kotak,ICICI,Ahmedabad,Android,QR Code,142.39,Success,2796,3,256.36,0,99.64,28.45,7.1,Normal Activity,Legitimate,0
UPI1000141,01-01-25 23:30,CUST66044,MER8586,SBI,Axis,Ahmedabad,Android,QR Code,930.31,Success,1821,2,157.91,0,90.67,14.93,3.31,Normal Activity,Legitimate,0
UPI1000142,01-01-25 23:40,CUST77214,MER1913,Kotak,Axis,Bengaluru,Android,QR Code,415.39,Success,1234,3,291.1,0,62.78,42.07,5.39,Normal Activity,Legitimate,0
UPI1000143,01-01-25 23:50,CUST43827,MER3543,Bank of Baroda,Canara Bank,Mumbai,Android,UPI ID,496.55,Success,2391,4,537.11,0,64.71,17.86,0.61,Normal Activity,Legitimate,0
UPI1000144,02-01-25 0:00,CUST65820,MER2747,PNB,Canara Bank,Pune,iOS,UPI ID,1163.03,Pending,411,4,489.59,1,86.96,53.98,0.76,Normal Activity,Fraud,1
UPI1000145,02-01-25 0:10,CUST72623,MER3163,Axis,PNB,Jaipur,Android,QR Code,756.47,Success,2609,4,482.85,1,49.37,6.31,12.5,Normal Activity,Legitimate,0
UPI1000146,02-01-25 0:20,CUST91734,MER2377,HDFC,Canara Bank,Mumbai,iOS,QR Code,259.95,Success,114,6,891.41,0,88.04,19.45,0.14,Normal Activity,Legitimate,0
UPI1000147,02-01-25 0:30,CUST85450,MER6708,PNB,Bank of Baroda,Bengaluru,Web,QR Code,199.29,Success,446,2,291.25,0,26.38,10.59,6.18,Normal Activity,Legitimate,0
UPI1000148,02-01-25 0:40,CUST32299,MER9414,SBI,Axis,Hyderabad,iOS,UPI ID,628.11,Success,60,5,351.16,1,96.75,1.78,5.87,Normal Activity,Legitimate,0
UPI1000149,02-01-25 0:50,CUST53585,MER5531,Canara Bank,HDFC,Kolkata,Android,QR Code,559.18,Success,2898,5,493.53,0,47.54,17.66,3.98,Normal Activity,Legitimate,0
UPI1000150,02-01-25 1:00,CUST74044,MER3153,HDFC,ICICI,Bhopal,Android,UPI ID,682.8,Success,177,5,173.04,0,46.3,41.69,14.15,Normal Activity,Legitimate,0
UPI1000151,02-01-25 1:10,CUST52557,MER3699,PNB,PNB,Ahmedabad,iOS,QR Code,269.08,Pending,2787,0,982.7,1,21.35,71.76,2.22,Normal Activity,Legitimate,0
UPI1000152,02-01-25 1:20,CUST59080,MER4320,Kotak,ICICI,Kolkata,iOS,QR Code,213.16,Success,1546,4,324.78,1,76.32,3.31,15.69,Normal Activity,Legitimate,0
UPI1000153,02-01-25 1:30,CUST12693,MER1566,HDFC,Kotak,Bhopal,Web,QR Code,1389.13,Success,1544,4,398.3,1,32.04,75.03,7.64,Normal Activity,Fraud,1
UPI1000154,02-01-25 1:40,CUST79163,MER3042,Bank of Baroda,ICICI,Bengaluru,Android,UPI ID,519.24,Reversed,659,1,640.2,0,28.22,60.86,0.23,Normal Activity,Legitimate,0
UPI1000155,02-01-25 1:50,CUST35939,MER9821,PNB,Kotak,Bengaluru,Android,UPI ID,750.19,Success,2298,6,351.19,1,19.02,80.09,11.43,Normal Activity,Legitimate,0
UPI1000156,02-01-25 2:00,CUST58925,MER3735,ICICI,SBI,Delhi,Android,UPI ID,1230.88,Pending,639,5,513.18,1,2.23,46.93,3.12,Normal Activity,Legitimate,0
UPI1000157,02-01-25 2:10,CUST52941,MER6473,SBI,HDFC,Jaipur,iOS,QR Code,473.18,Success,2782,2,202.1,0,99.37,90.49,1.16,High IP & Device Risk,Fraud,1
UPI1000158,02-01-25 2:20,CUST31834,MER1724,PNB,PNB,Jaipur,Android,Mobile Number,274.93,Success,262,9,740.29,0,10.22,99.64,3.22,Normal Activity,Fraud,1
UPI1000159,02-01-25 2:30,CUST28047,MER8819,ICICI,PNB,Delhi,Android,UPI ID,292.59,Success,1042,4,1006.38,1,81.48,80.41,3.29,Normal Activity,Legitimate,0
UPI1000160,02-01-25 2:40,CUST36105,MER5048,HDFC,ICICI,Bhopal,iOS,QR Code,915.63,Success,2077,6,221.72,0,43.01,74.09,18.37,Normal Activity,Legitimate,0
UPI1000161,02-01-25 2:50,CUST85766,MER7980,Kotak,Bank of Baroda,Ahmedabad,iOS,Collect Request,212.99,Success,912,5,204.32,2,71.93,87.98,1.78,Normal Activity,Legitimate,0
UPI1000162,02-01-25 3:00,CUST25707,MER3898,SBI,SBI,Pune,Android,QR Code,242.37,Success,1926,2,59.79,0,70.36,13.44,7.92,Normal Activity,Legitimate,0
UPI1000163,02-01-25 3:10,CUST31976,MER2464,PNB,Bank of Baroda,Kolkata,iOS,Mobile Number,199.86,Success,2851,7,100.82,0,66.92,0.27,2.48,Normal Activity,Legitimate,0
UPI1000164,02-01-25 3:20,CUST54262,MER6614,SBI,Bank of Baroda,Chennai,iOS,QR Code,222.4,Success,1958,0,306.87,1,9.12,91.99,4.61,Normal Activity,Legitimate,0
UPI1000165,02-01-25 3:30,CUST33776,MER8089,Bank of Baroda,ICICI,Bengaluru,Android,Mobile Number,1155.02,Success,638,4,614.31,0,14.98,19.98,17.74,Normal Activity,Legitimate,0
UPI1000166,02-01-25 3:40,CUST40080,MER1153,Kotak,Kotak,Chennai,iOS,UPI ID,985.84,Success,1656,5,568.85,2,28.06,51,11.73,Normal Activity,Legitimate,0
UPI1000167,02-01-25 3:50,CUST76842,MER7763,SBI,PNB,Pune,iOS,Mobile Number,3289.59,Success,1760,2,447.56,0,19.06,96.4,12.68,Normal Activity,Legitimate,0
UPI1000168,02-01-25 4:00,CUST71373,MER7459,Bank of Baroda,SBI,Hyderabad,Android,UPI ID,1852.9,Success,2824,4,300.84,0,16.21,86.91,15.77,Normal Activity,Legitimate,0
UPI1000169,02-01-25 4:10,CUST16776,MER5066,PNB,ICICI,Chennai,Android,Collect Request,534.11,Success,2958,2,741.41,0,15.34,71.53,0.57,Normal Activity,Legitimate,0
UPI1000170,02-01-25 4:20,CUST65016,MER1810,Kotak,SBI,Bhopal,iOS,QR Code,970.95,Reversed,2662,8,692.69,0,22.33,29.39,0.71,Normal Activity,Legitimate,0
UPI1000171,02-01-25 4:30,CUST19474,MER1150,PNB,SBI,Chennai,Android,QR Code,291.68,Success,612,7,440.43,0,70.33,6.38,14.62,Normal Activity,Legitimate,0
UPI1000172,02-01-25 4:40,CUST68053,MER9137,ICICI,PNB,Delhi,Android,UPI ID,95.61,Pending,1430,6,594.47,0,57.6,93.51,12.63,Normal Activity,Legitimate,0
UPI1000173,02-01-25 4:50,CUST31959,MER1778,HDFC,HDFC,Delhi,Android,Mobile Number,228.53,Success,1805,8,676.71,1,67.54,92.43,0.89,Normal Activity,Legitimate,0
UPI1000174,02-01-25 5:00,CUST15530,MER5249,SBI,HDFC,Mumbai,Android,Collect Request,138.47,Success,1885,7,984.86,1,82.9,89.51,2.01,Normal Activity,Legitimate,0
UPI1000175,02-01-25 5:10,CUST13748,MER4968,SBI,Canara Bank,Mumbai,Android,QR Code,280.09,Success,1884,1,689.88,0,33.48,86.48,3.86,Normal Activity,Legitimate,0
UPI1000176,02-01-25 5:20,CUST23545,MER8667,SBI,Bank of Baroda,Delhi,Android,UPI ID,135.22,Success,34,6,178.23,0,11.84,5.73,0.33,Normal Activity,Legitimate,0
UPI1000177,02-01-25 5:30,CUST76199,MER5596,ICICI,SBI,Pune,Android,UPI ID,2253.95,Success,1239,4,208.38,0,62.82,58.58,7.94,Normal Activity,Legitimate,0
UPI1000178,02-01-25 5:40,CUST44766,MER8357,Kotak,Bank of Baroda,Chennai,iOS,QR Code,1176.77,Success,301,6,494.23,1,71.97,68.23,13.3,Normal Activity,Legitimate,0
UPI1000179,02-01-25 5:50,CUST83530,MER3553,PNB,PNB,Chennai,Android,UPI ID,447.83,Success,1596,5,744.31,0,72.64,0.84,5.93,Normal Activity,Legitimate,0
UPI1000180,02-01-25 6:00,CUST71087,MER5103,Canara Bank,ICICI,Mumbai,Android,QR Code,406.3,Success,1820,4,156.18,3,53.07,51.94,0.68,Normal Activity,Legitimate,0
UPI1000181,02-01-25 6:10,CUST78840,MER6804,Canara Bank,SBI,Ahmedabad,Android,Collect Request,1645.6,Success,976,4,791.51,0,49.68,8.26,1,Normal Activity,Legitimate,0
UPI1000182,02-01-25 6:20,CUST64384,MER5564,Kotak,ICICI,Mumbai,Android,UPI ID,304.69,Failed,1932,10,453.28,0,21.88,18.49,4.83,Normal Activity,Legitimate,0
UPI1000183,02-01-25 6:30,CUST61005,MER7464,ICICI,Kotak,Bhopal,Android,Mobile Number,231.76,Success,2733,5,339.88,0,55.4,80.5,13.67,Normal Activity,Legitimate,0
UPI1000184,02-01-25 6:40,CUST56576,MER7715,HDFC,Axis,Chennai,Android,Mobile Number,260.06,Success,1773,3,320.94,0,86.53,73.81,7.96,Normal Activity,Legitimate,0
UPI1000185,02-01-25 6:50,CUST49353,MER4678,PNB,ICICI,Ahmedabad,iOS,QR Code,2073.44,Success,1946,1,917.58,0,91.04,90.11,4.11,Normal Activity,Legitimate,0
UPI1000186,02-01-25 7:00,CUST72003,MER4705,ICICI,Bank of Baroda,Delhi,Android,QR Code,1340.25,Success,313,3,272.35,1,36.97,6.89,7.43,Normal Activity,Legitimate,0
UPI1000187,02-01-25 7:10,CUST93211,MER4358,PNB,HDFC,Kolkata,Android,QR Code,594.5,Pending,1415,5,316.6,1,72.43,9.39,10.17,Normal Activity,Legitimate,0
UPI1000188,02-01-25 7:20,CUST62733,MER5182,SBI,ICICI,Hyderabad,iOS,Mobile Number,408.95,Success,628,1,210.37,0,17.57,43.91,3.1,Normal Activity,Legitimate,0
UPI1000189,02-01-25 7:30,CUST75318,MER4965,HDFC,Axis,Kolkata,Android,QR Code,469.28,Success,1971,2,329.48,0,62.72,73.83,3.75,Normal Activity,Legitimate,0
UPI1000190,02-01-25 7:40,CUST99474,MER6200,Axis,SBI,Delhi,Android,UPI ID,1996.27,Failed,879,4,375.91,1,60.62,48.29,3.15,Normal Activity,Legitimate,0
UPI1000191,02-01-25 7:50,CUST33664,MER5629,Bank of Baroda,Bank of Baroda,Pune,Android,QR Code,95.53,Success,60,3,235.43,2,43.79,85.01,5.27,Normal Activity,Legitimate,0
UPI1000192,02-01-25 8:00,CUST77172,MER7333,HDFC,Kotak,Mumbai,Android,UPI ID,431.91,Success,1476,4,414.33,0,13.13,63.12,5.04,Normal Activity,Legitimate,0
UPI1000193,02-01-25 8:10,CUST95616,MER8765,PNB,Kotak,Delhi,Android,UPI ID,230.46,Success,1194,4,471.25,0,56.66,7.74,1.04,Normal Activity,Legitimate,0
UPI1000194,02-01-25 8:20,CUST36736,MER6603,ICICI,Axis,Kolkata,Android,Mobile Number,1382.84,Success,258,2,231.27,1,77.17,17.08,17.98,Normal Activity,Legitimate,0
UPI1000195,02-01-25 8:30,CUST10854,MER5474,PNB,Bank of Baroda,Chennai,Android,QR Code,3639.82,Success,1362,7,271.5,0,76.74,6.17,13.71,Normal Activity,Legitimate,0
UPI1000196,02-01-25 8:40,CUST48623,MER9647,Bank of Baroda,Kotak,Kolkata,Web,Collect Request,517.09,Success,986,4,1448.25,1,85.41,90.24,28.69,Normal Activity,Legitimate,0
UPI1000197,02-01-25 8:50,CUST17392,MER8175,SBI,Bank of Baroda,Mumbai,Web,QR Code,957.73,Success,1903,2,158.06,0,65.22,51.02,22.52,Normal Activity,Legitimate,0
UPI1000198,02-01-25 9:00,CUST65680,MER1229,Bank of Baroda,ICICI,Mumbai,Android,Mobile Number,568.65,Success,1283,3,446.71,0,11.97,97.53,9.02,Normal Activity,Legitimate,0
UPI1000199,02-01-25 9:10,CUST56717,MER7807,PNB,SBI,Kolkata,Android,Mobile Number,467.46,Success,882,3,1717.92,1,54.79,89.15,3.6,Normal Activity,Legitimate,0
UPI1000200,02-01-25 9:20,CUST97092,MER6594,HDFC,ICICI,Bengaluru,Android,Mobile Number,950.33,Success,2119,2,355.49,0,85.6,92.4,3.88,Normal Activity,Legitimate,0
UPI1000201,02-01-25 9:30,CUST60859,MER6019,Kotak,Canara Bank,Pune,Android,QR Code,1553.9,Success,123,5,288.08,0,71.79,78.4,14.76,Normal Activity,Legitimate,0
UPI1000202,02-01-25 9:40,CUST36309,MER4477,HDFC,Axis,Hyderabad,Android,QR Code,1955.83,Success,1052,3,632.76,0,87.91,93.69,2.35,Normal Activity,Legitimate,0
UPI1000203,02-01-25 9:50,CUST97455,MER4358,Axis,PNB,Bhopal,Android,Collect Request,890.17,Success,110,5,246.58,2,11.58,0.57,3.98,Normal Activity,Legitimate,0
UPI1000204,02-01-25 10:00,CUST73734,MER1759,Canara Bank,HDFC,Pune,Android,QR Code,762.31,Success,777,2,184.9,0,7.61,5.94,5.14,Normal Activity,Legitimate,0
UPI1000205,02-01-25 10:10,CUST80467,MER2366,PNB,Canara Bank,Chennai,iOS,QR Code,340.35,Success,2970,4,497.91,3,98.09,78.43,4.04,Normal Activity,Legitimate,0
UPI1000206,02-01-25 10:20,CUST62662,MER9516,PNB,Kotak,Pune,Android,QR Code,1797.14,Success,2238,2,732.8,0,44.56,76.78,17.03,Normal Activity,Legitimate,0
UPI1000207,02-01-25 10:30,CUST22688,MER1876,PNB,PNB,Bhopal,Web,QR Code,237.84,Success,2772,4,364.03,0,5.01,67.67,1.72,Normal Activity,Legitimate,0
UPI1000208,02-01-25 10:40,CUST35342,MER1166,Bank of Baroda,Axis,Bengaluru,Android,QR Code,113.08,Success,621,5,278.52,0,42.83,51.45,4.18,Normal Activity,Legitimate,0
UPI1000209,02-01-25 10:50,CUST47157,MER4664,HDFC,SBI,Ahmedabad,Android,Collect Request,2642.78,Pending,2747,0,80.25,0,56.05,80.78,19.94,Normal Activity,Legitimate,0
UPI1000210,02-01-25 11:00,CUST77863,MER8463,Bank of Baroda,HDFC,Pune,Android,Mobile Number,1194.18,Success,1306,7,337.52,1,74.4,10.88,2.04,Normal Activity,Legitimate,0
UPI1000211,02-01-25 11:10,CUST62083,MER9772,HDFC,Canara Bank,Chennai,Web,Mobile Number,280.76,Success,297,1,293.59,0,44.43,28.66,0.11,Normal Activity,Legitimate,0
UPI1000212,02-01-25 11:20,CUST75733,MER8350,PNB,SBI,Bengaluru,Web,UPI ID,569.32,Pending,2182,2,484.44,1,82.01,71.93,12.5,Normal Activity,Legitimate,0
UPI1000213,02-01-25 11:30,CUST99045,MER6695,HDFC,ICICI,Bhopal,Android,UPI ID,368.37,Success,1680,7,167.42,0,4.42,19.47,6.1,Normal Activity,Legitimate,0
UPI1000214,02-01-25 11:40,CUST44698,MER9052,SBI,HDFC,Bhopal,Android,QR Code,77.05,Success,1041,6,1354.14,0,92.96,35.64,5.64,Normal Activity,Legitimate,0
UPI1000215,02-01-25 11:50,CUST90623,MER9963,ICICI,Bank of Baroda,Chennai,Android,QR Code,392.93,Success,848,6,414.74,0,62.47,17.33,3.62,Normal Activity,Legitimate,0
UPI1000216,02-01-25 12:00,CUST32671,MER1927,SBI,Kotak,Mumbai,Android,UPI ID,1670.83,Success,1356,5,1240.25,0,12.03,22.56,10.93,Normal Activity,Legitimate,0
UPI1000217,02-01-25 12:10,CUST35184,MER9797,HDFC,HDFC,Ahmedabad,Android,QR Code,213.81,Success,2188,4,207.65,0,60.58,64.27,10.44,Normal Activity,Legitimate,0
UPI1000218,02-01-25 12:20,CUST52107,MER5100,Kotak,ICICI,Kolkata,Android,UPI ID,169.78,Success,1903,2,145.21,0,60.7,18.77,0.26,Normal Activity,Legitimate,0
UPI1000219,02-01-25 12:30,CUST96202,MER5094,Kotak,Kotak,Hyderabad,Web,Collect Request,587.13,Failed,406,5,651.97,0,86.77,74.03,9.16,High IP & Device Risk,Fraud,1
UPI1000220,02-01-25 12:40,CUST61663,MER7983,Canara Bank,PNB,Hyderabad,Android,QR Code,254.6,Success,1930,9,90.81,0,9.45,34.56,2,Normal Activity,Legitimate,0
UPI1000221,02-01-25 12:50,CUST25708,MER8194,Kotak,ICICI,Bhopal,Android,UPI ID,2632.77,Success,152,6,519.52,0,97.66,63.86,11.88,Normal Activity,Legitimate,0
UPI1000222,02-01-25 13:00,CUST59811,MER4973,Bank of Baroda,ICICI,Mumbai,Android,QR Code,778.04,Success,1081,3,698.92,2,23.94,63.78,41.57,Normal Activity,Legitimate,0
UPI1000223,02-01-25 13:10,CUST12811,MER8744,HDFC,Kotak,Mumbai,Android,UPI ID,1553.98,Success,2128,8,286.87,0,71.33,24.31,0.14,Normal Activity,Legitimate,0
UPI1000224,02-01-25 13:20,CUST66250,MER1413,HDFC,Kotak,Ahmedabad,iOS,Collect Request,102.69,Success,34,6,708.63,2,69.87,63.51,0.84,Normal Activity,Legitimate,0
UPI1000225,02-01-25 13:30,CUST82082,MER6928,Axis,Bank of Baroda,Kolkata,Android,QR Code,498.39,Success,1677,10,558.37,1,15.42,35.7,2.38,Normal Activity,Legitimate,0
UPI1000226,02-01-25 13:40,CUST44754,MER3014,Axis,ICICI,Hyderabad,Android,Collect Request,241.57,Success,312,4,786.99,0,34.87,36.98,3.17,Normal Activity,Fraud,1
UPI1000227,02-01-25 13:50,CUST21411,MER9974,Bank of Baroda,ICICI,Bengaluru,Android,QR Code,108.29,Success,2686,1,886.17,2,96.99,0.85,2.51,Normal Activity,Legitimate,0
UPI1000228,02-01-25 14:00,CUST12911,MER9718,ICICI,Canara Bank,Mumbai,Android,QR Code,1226.84,Success,2148,2,252.58,1,20.13,26.56,6.43,Normal Activity,Legitimate,0
UPI1000229,02-01-25 14:10,CUST77270,MER1000,HDFC,Kotak,Jaipur,Android,QR Code,1915.54,Success,2983,3,300.06,1,54.39,52.16,2.94,Normal Activity,Legitimate,0
UPI1000230,02-01-25 14:20,CUST93763,MER9462,HDFC,Canara Bank,Bhopal,Android,UPI ID,666.13,Success,1878,2,606.9,1,24.79,59.53,1.14,Normal Activity,Legitimate,0
UPI1000231,02-01-25 14:30,CUST18680,MER3531,Kotak,Bank of Baroda,Bengaluru,Web,QR Code,442.63,Success,1446,6,648.01,0,65.63,40.78,11.62,Normal Activity,Legitimate,0
UPI1000232,02-01-25 14:40,CUST94896,MER2071,Bank of Baroda,ICICI,Pune,Android,Mobile Number,261.7,Success,2704,4,394.7,1,51.36,37.99,1.21,Normal Activity,Legitimate,0
UPI1000233,02-01-25 14:50,CUST93879,MER9885,Axis,SBI,Hyderabad,Android,QR Code,437.04,Success,2744,3,560.82,0,84.18,81.34,15.6,Normal Activity,Legitimate,0
UPI1000234,02-01-25 15:00,CUST81295,MER3887,PNB,Bank of Baroda,Ahmedabad,Android,QR Code,1244.38,Success,812,4,310.8,0,87.04,51.65,5.19,Normal Activity,Legitimate,0
UPI1000235,02-01-25 15:10,CUST98614,MER7516,PNB,SBI,Ahmedabad,Android,QR Code,500.65,Success,1570,2,105.36,1,12.51,40.98,5.14,Normal Activity,Legitimate,0
UPI1000236,02-01-25 15:20,CUST21111,MER8905,SBI,Canara Bank,Chennai,Android,QR Code,1494.65,Success,854,4,1543.05,1,62.84,23.9,8.4,Normal Activity,Legitimate,0
UPI1000237,02-01-25 15:30,CUST47504,MER2995,Axis,SBI,Bhopal,Android,UPI ID,558.39,Success,851,3,609.6,0,74.96,16.14,16.42,Normal Activity,Legitimate,0
UPI1000238,02-01-25 15:40,CUST11802,MER4577,PNB,SBI,Bengaluru,Android,UPI ID,1044.84,Success,1701,3,248.32,0,31.4,75.16,1.6,Normal Activity,Legitimate,0
UPI1000239,02-01-25 15:50,CUST18155,MER7209,Bank of Baroda,Bank of Baroda,Chennai,Android,UPI ID,881.99,Success,2063,2,1276.57,1,14.26,44.89,3.95,Normal Activity,Legitimate,0
UPI1000240,02-01-25 16:00,CUST83656,MER2709,ICICI,Bank of Baroda,Delhi,Android,QR Code,1918.69,Pending,1920,4,290.58,1,82,66.18,19.32,Normal Activity,Legitimate,0
UPI1000241,02-01-25 16:10,CUST49384,MER3099,Bank of Baroda,ICICI,Bhopal,Android,QR Code,83.92,Success,1964,6,337.33,0,12.23,7.37,2.42,Normal Activity,Legitimate,0
UPI1000242,02-01-25 16:20,CUST57254,MER7117,SBI,ICICI,Kolkata,iOS,QR Code,605.54,Success,270,5,304.73,0,24.91,38.42,11.25,Normal Activity,Legitimate,0
UPI1000243,02-01-25 16:30,CUST31918,MER9661,Kotak,HDFC,Pune,iOS,UPI ID,322.94,Failed,2147,3,217.94,0,11.75,37.64,5.03,Normal Activity,Legitimate,0
UPI1000244,02-01-25 16:40,CUST95981,MER3290,Bank of Baroda,HDFC,Kolkata,iOS,Mobile Number,230.15,Success,1529,3,461.82,0,1.92,42.51,16.7,Normal Activity,Legitimate,0
UPI1000245,02-01-25 16:50,CUST70713,MER9528,Axis,HDFC,Jaipur,Android,Mobile Number,178.21,Success,2214,5,635.29,0,72.19,22.25,6.18,Normal Activity,Legitimate,0
UPI1000246,02-01-25 17:00,CUST40306,MER8970,PNB,Canara Bank,Chennai,Android,Mobile Number,1833.93,Success,1559,3,722.84,3,6.7,67.44,12.34,Normal Activity,Legitimate,0
UPI1000247,02-01-25 17:10,CUST26646,MER1755,HDFC,Bank of Baroda,Ahmedabad,Android,UPI ID,173.97,Success,2303,7,271.17,1,77.22,11.18,16.33,Normal Activity,Legitimate,0
UPI1000248,02-01-25 17:20,CUST56843,MER8212,PNB,PNB,Jaipur,Android,QR Code,228.53,Success,1351,1,389.7,0,70.76,89.8,5.7,Normal Activity,Legitimate,0
UPI1000249,02-01-25 17:30,CUST26371,MER3099,Bank of Baroda,PNB,Bhopal,Android,UPI ID,2286.64,Success,175,3,144.8,0,59.95,69.18,3.84,Normal Activity,Legitimate,0
UPI1000250,02-01-25 17:40,CUST87371,MER1412,ICICI,Canara Bank,Kolkata,Android,UPI ID,2035.31,Failed,1107,6,546.07,2,50.74,40.38,7.88,Normal Activity,Legitimate,0
UPI1000251,02-01-25 17:50,CUST12049,MER5103,ICICI,PNB,Chennai,Android,QR Code,562.92,Success,145,6,278.44,1,74.47,42.53,16.53,Normal Activity,Legitimate,0
UPI1000252,02-01-25 18:00,CUST41616,MER3993,SBI,HDFC,Hyderabad,iOS,QR Code,1392.42,Success,441,6,1172.73,0,93.21,55.17,7.45,Normal Activity,Legitimate,0
UPI1000253,02-01-25 18:10,CUST30932,MER1246,SBI,Bank of Baroda,Bengaluru,Android,UPI ID,1150.42,Success,2242,4,589.52,1,30.7,35.42,0.73,Normal Activity,Legitimate,0
UPI1000254,02-01-25 18:20,CUST39855,MER8562,Bank of Baroda,ICICI,Pune,Android,QR Code,1768.77,Success,701,3,228.52,1,59.9,43.65,1.41,Normal Activity,Legitimate,0
UPI1000255,02-01-25 18:30,CUST71434,MER7977,ICICI,HDFC,Bhopal,Android,QR Code,206.6,Success,2919,4,482.92,0,92.95,55.98,6.55,Normal Activity,Legitimate,0
UPI1000256,02-01-25 18:40,CUST82694,MER8506,Axis,Canara Bank,Delhi,Android,QR Code,560.65,Success,79,2,772.04,3,22.57,5.3,0.18,Normal Activity,Legitimate,0
UPI1000257,02-01-25 18:50,CUST53016,MER9603,HDFC,ICICI,Bengaluru,Android,UPI ID,67.52,Success,2994,4,169.36,0,24,88.3,1.34,Normal Activity,Legitimate,0
UPI1000258,02-01-25 19:00,CUST17400,MER8095,Kotak,SBI,Bhopal,iOS,QR Code,2055.66,Success,1405,4,371.88,1,85.81,8.14,17.47,Normal Activity,Legitimate,0
UPI1000259,02-01-25 19:10,CUST52642,MER4367,HDFC,ICICI,Bengaluru,Android,QR Code,53.94,Success,1245,4,590.28,0,6.68,6.22,6.37,Normal Activity,Legitimate,0
UPI1000260,02-01-25 19:20,CUST25151,MER3689,Bank of Baroda,PNB,Bhopal,Android,QR Code,135.6,Success,997,6,581.74,0,45.53,91.84,24.99,Normal Activity,Legitimate,0
UPI1000261,02-01-25 19:30,CUST61407,MER1587,Bank of Baroda,Bank of Baroda,Delhi,Android,UPI ID,349.77,Success,212,5,879.2,1,12.98,8.11,8,Normal Activity,Legitimate,0
UPI1000262,02-01-25 19:40,CUST76690,MER2468,Axis,HDFC,Delhi,Android,QR Code,241.55,Success,2342,3,255.4,0,69.88,40,0.05,Normal Activity,Legitimate,0
UPI1000263,02-01-25 19:50,CUST14499,MER1232,Canara Bank,ICICI,Chennai,Android,QR Code,171.9,Success,2348,5,545.53,1,0.04,40.95,2.56,Normal Activity,Legitimate,0
UPI1000264,02-01-25 20:00,CUST16295,MER7885,SBI,ICICI,Ahmedabad,Android,Mobile Number,2468.97,Success,824,1,290.31,1,18.16,84.42,0.64,Unusual Transaction Amount,Fraud,1
UPI1000265,02-01-25 20:10,CUST69040,MER9011,Kotak,Kotak,Delhi,Android,Mobile Number,820.37,Success,2312,8,209.37,0,31.34,31.77,0.47,Normal Activity,Legitimate,0
UPI1000266,02-01-25 20:20,CUST22183,MER8140,HDFC,HDFC,Kolkata,iOS,QR Code,564.97,Success,1911,5,575.94,2,25.12,20.41,2.42,Normal Activity,Legitimate,0
UPI1000267,02-01-25 20:30,CUST39299,MER2886,HDFC,PNB,Kolkata,Android,QR Code,147.49,Success,1353,4,322.86,1,80.56,11.33,14.92,Normal Activity,Legitimate,0
UPI1000268,02-01-25 20:40,CUST22874,MER1309,Kotak,Axis,Bhopal,iOS,QR Code,4683.58,Success,2528,1,1195.5,1,44.78,13.11,1.15,Normal Activity,Legitimate,0
UPI1000269,02-01-25 20:50,CUST42711,MER9080,ICICI,Axis,Delhi,Android,UPI ID,266.88,Success,113,6,296.15,0,49.67,38.55,7.95,Normal Activity,Fraud,1
UPI1000270,02-01-25 21:00,CUST15539,MER3748,Kotak,Canara Bank,Mumbai,Android,QR Code,1006.61,Success,1678,2,403.19,2,37.64,52.71,7.35,Normal Activity,Legitimate,0
UPI1000271,02-01-25 21:10,CUST63351,MER2600,HDFC,ICICI,Chennai,iOS,QR Code,886.49,Success,521,1,200.82,0,34.8,25.18,3.52,Normal Activity,Legitimate,0
UPI1000272,02-01-25 21:20,CUST71267,MER1545,Kotak,Kotak,Bengaluru,iOS,QR Code,344.91,Success,2498,3,331.86,0,35.55,91.06,8.87,Normal Activity,Legitimate,0
UPI1000273,02-01-25 21:30,CUST58354,MER4823,PNB,PNB,Bengaluru,Android,QR Code,578.77,Success,2027,5,440.31,1,64.41,32.01,16.25,Normal Activity,Legitimate,0
UPI1000274,02-01-25 21:40,CUST12557,MER4314,HDFC,PNB,Chennai,Android,QR Code,133.79,Success,189,7,460.61,0,34.3,8.74,0.81,Normal Activity,Legitimate,0
UPI1000275,02-01-25 21:50,CUST48360,MER5930,PNB,ICICI,Jaipur,Android,UPI ID,616.29,Success,2091,5,763.67,0,30.07,10.79,1.1,Normal Activity,Legitimate,0
UPI1000276,02-01-25 22:00,CUST92018,MER6729,Axis,HDFC,Kolkata,Android,QR Code,42.71,Success,1276,2,246.07,0,35.76,25.87,2.63,Normal Activity,Legitimate,0
UPI1000277,02-01-25 22:10,CUST12200,MER8991,Bank of Baroda,SBI,Bengaluru,Android,QR Code,341.47,Success,1150,4,1259.45,0,68.91,1.39,4.81,Normal Activity,Legitimate,0
